Rank,Name,Platform,Year,Genre,Publisher,,,,,,,,
17143,Puzzle & Action: Tant-R,GEN,1994,Misc,Sega,,,,,,,,
17144,Puzzle Challenge: Crosswords and More!,Wii,2009,Puzzle,Crave Entertainment,,,,,,,,
17145,QUIZ PARTY,Wii,2012,Misc,CK Games,,,,,,,,
17146,Race Driver 2006,PSP,2006,Racing,Codemasters,,,,,,,,
17147,RACE On,PC,2009,Racing,bitComposer Games,,,,,,,,
17148,Radiant Silvergun,SAT,1998,Shooter,ESP,,,,,,,,
17149,Raid: World War II,XOne,2017,Shooter,505 Games,,,,,,,,
17150,Raiden V,PS4,2017,Action,UFO Interactive,,,,,,,,
17151,Railroad Tycoon 3,PC,2003,Strategy,Gathering of Developers,,,,,,,,
17152,Railway Empire,PS4,2018,Simulation,Kalypso Media,,,,,,,,
17153,Railway Empire,XOne,2018,Simulation,Kalypso Media,,,,,,,,
17154,Rakushou! Pachi-Slot Sengen 5: Rio Paradise,PS2,2007,Misc,Tecmo,,,,,,,,
17155,Rampo,SAT,1995,Adventure,Sega,,,,,,,,
17156,Rapala Tournament Fishing!,X360,2006,Sports,Activision,,,,,,,,
17157,Ratatouille,PC,2007,Platform,THQ,,,,,,,,
17158,Raven Squad: Operation Hidden Dagger,PC,2009,Shooter,Evolved Games,,,,,,,,
17159,Raw Danger!,PS2,2007,Action,Agetec,,,,,,,,
17160,Rayman 3: Hoodlum Havoc,PC,2003,Platform,Ubisoft,,,,,,,,
17161,Real World Golf,XB,2006,Sports,Mad Catz,,,,,,,,
17162,Rebel Raiders: Operation Nighthawk,PS2,2006,Simulation,XS Games,,,,,,,,
17163,Record of Grancrest War,PS4,2018,Action-Adventure,Bandai Namco Games,,,,,,,,
17164,Red Faction II,GC,2003,Shooter,THQ,,,,,,,,
17165,Red Faction: Guerrilla,PC,2009,Shooter,THQ,,,,,,,,
17166,RedCard 20-03,XB,2002,Sports,Midway Games,,,,,,,,
17167,Renegade Racers,PS,2000,Racing,Interplay,,,,,,,,
17168,Resident Evil 4,Mob,2009,Misc,Capcom,,,,,,,,
17169,Ride,PC,2015,Racing,Milestone S.r.l.,,,,,,,,
17170,Ride 3,XOne,2018,Racing,Bandai Namco Entertainment,,,,,,,,
17171,Rime,XOne,2017,Adventure,Grey Box,,,,,,,,
17172,Rise of Nations: Rise of Legends,PC,2006,Strategy,Microsoft Game Studios,,,,,,,,
17173,River City Ransom SP,3DS,2016,Action,Arc System Works,,,,,,,,
17174,River City Super Sports Challenge,DS,2010,Sports,Aksys Games,,,,,,,,
17175,River King: Mystic Valley (jp sales),DS,2008,Sports,Natsume,,,,,,,,
17176,River King: Wonderful Journey,PS2,2006,Sports,Natsume,,,,,,,,
17177,Road Rage,PS4,2017,Racing,Maximum Games,,,,,,,,
17178,RoadKill,GC,2003,Action,Midway Games,,,,,,,,
17179,Roadsters,PS,2000,Racing,Titus,,,,,,,,
17180,Robin Hood: Defender of the Crown,XB,2003,Strategy,Capcom,,,,,,,,
17181,Robo Pit,PS,1996,Fighting,THQ,,,,,,,,
17182,Rock 'N' Roll Adventures,Wii,2007,Platform,Conspiracy Entertainment,,,,,,,,
17183,RollerCoaster Tycoon 2: Triple Thrill Pack,PC,2003,Strategy,Atari,,,,,,,,
17184,Romance of the Three Kingdoms 13 with Power-Up Kit,PS4,2017,Misc,Tecmo Koei,,,,,,,,
17185,Romance of the Three Kingdoms V,3DS,2013,Strategy,Tecmo Koei,,,,,,,,
17186,Rome: Total War - Gold Edition,PC,2006,Strategy,Sega,,,,,,,,
17187,R-Type Delta,PS,1999,Shooter,Irem Software Engineering,,,,,,,,
17188,R-Type III: The Third Lightning,GBA,2004,Shooter,"Destination Software, Inc",,,,,,,,
17189,Rugby 15,PSV,2015,Sports,Bigben Interactive,,,,,,,,
17190,Rugby 15,X360,2015,Sports,Bigben Interactive,,,,,,,,
17191,Rugby Challenge 3,PS3,2016,Sports,Alternative Software,,,,,,,,
17192,Rugby League Live,PS3,2010,Sports,Home Entertainment Suppliers,,,,,,,,
17193,Rugby League Live,X360,2010,Sports,Home Entertainment Suppliers,,,,,,,,
17194,Rugby League Live 3,X360,2015,Sports,Tru Blu Entertainment,,,,,,,,
17195,Rugby Union Team Manager 2017,PC,2016,Simulation,Alternative Software,,,,,,,,
17196,Rugby World Cup 2015,X360,2015,Sports,Big Ben Interactive,,,,,,,,
17197,Runabout 3: Neo Age,PS2,2002,Racing,BAM! Entertainment,,,,,,,,
17198,Rush Hour,PS,1997,Racing,Psygnosis,,,,,,,,
17199,S.L.A.I.: Steel Lancer Arena International,PS2,2005,Simulation,Konami,,,,,,,,
17200,S.T.A.L.K.E.R.: Clear Sky,PC,2008,Shooter,Koch Media,,,,,,,,
17201,S.Y.K Renshouden,PS2,2010,Adventure,Idea Factory,,,,,,,,
17202,Sabre Wulf,GBA,2004,Platform,THQ,,,,,,,,
17203,Sacra Terra: Angelic Night,PC,2011,Puzzle,Viva Media,,,,,,,,
17204,Safari Adventures: Africa,DS,2009,Adventure,Conspiracy Entertainment,,,,,,,,
17205,Safari Adventures: Africa,Wii,2009,Adventure,Conspiracy Entertainment,,,,,,,,
17206,SaGa: Scarlet Grace,PS4,2019,Role-Playing,Square Enix,,,,,,,,
17207,Saihai no Yukue,DS,2008,Strategy,KOEI,,,,,,,,
17208,Saka Agari Hurricane Portable,PSP,2011,Adventure,Alchemist,,,,,,,,
17209,Salt and Sanctuary,NS,2018,Platform,Leadman Games,,,,,,,,
17210,Samurai Spirits: Tenkaichi Kenkakuden,PS2,,Fighting,Unknown,,,,,,,,
17211,Samurai Warriors 2,PS3,2013,Action,Tecmo Koei,,,,,,,,
17212,Samurai Warriors 3Z Special,PSP,2012,Action,Koei Tecmo,,,,,,,,
17213,Samurai Warriors: Sanada Maru,PSV,2016,Action,Tecmo Koei,,,,,,,,
17214,Saru! Get You! SaruSaru Daisakusen,PSP,2007,Action,Sony Computer Entertainment,,,,,,,,
17215,Sayonara Umihara Kawase,3DS,2014,Platform,Natsume,,,,,,,,
17216,SBK 2011: FIM Superbike World Championship,PC,2011,Racing,Black Bean Games,,,,,,,,
17217,Schlag den Raab,PC,2010,Misc,Namco Bandai,,,,,,,,
17218,SD Gundam G Generation: Gather Beat 2,WS,2001,Strategy,Bandai,,,,,,,,
17219,SD Gundam: Gashapon Wars,Wii,2010,Strategy,Namco Bandai,,,,,,,,
17220,Sea Park Tycoon,DS,2010,Simulation,Destineer,,,,,,,,
17221,Secret Files 2: Puritas Cordis,Wii,2009,Adventure,Deep Silver,,,,,,,,
17222,Sekai no Hate Made Itte Q! Chinjuu Hunter Mono no Daibouken,DS,2010,Misc,Kamui,,,,,,,,
17223,Sengoku Efuda Yuugi: Hototogisu Tairan,PSP,2010,Strategy,Irem Software Engineering,,,,,,,,
17224,Senjou no Waltz,PSV,2014,Adventure,Idea Factory,,,,,,,,
17225,Senko no Ronde DUO,X360,2010,Fighting,G.Rev,,,,,,,,
17226,Shakugan no Shana,PS2,2006,Adventure,Media Works,,,,,,,,
17227,Shantae: Half-Genie Hero,PSV,2016,Platform,Xseed Games,,,,,,,,
17228,Shaun White Skateboarding,PC,2010,Sports,Ubisoft,,,,,,,,
17229,Shifting World,3DS,2012,Puzzle,Aksys Games,,,,,,,,
17230,Shin Hayarigami 2,PS4,2016,Adventure,Nippon Ichi Software,,,,,,,,
17231,Shin Hayarigami 2,PSV,2016,Adventure,Nippon Ichi Software,,,,,,,,
17232,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wei-Hen,PSP,2010,Adventure,Yeti,,,,,,,,
17233,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wu-Hen,PSP,2010,Adventure,Yeti,,,,,,,,
17234,Shin Megami Tensei: Devil Survivor Overclocked,3DS,2011,Strategy,Atlus,,,,,,,,
17235,Shin Sangoku Musou Online: Kamishou Ranbu,PS3,2010,Action,KOEI,,,,,,,,
17236,Shining Resonance Refrain,XOne,2018,Role-Playing,Sega,,,,,,,,
17237,Shining Stars,DS,2008,Action,"Destination Software, Inc",,,,,,,,
17238,Shinsei Batteki Drive Girls,PSV,2017,Action,Aksys Games,,,,,,,,
17239,Shinseiki Evangelion Ayanami Ikusei Keikaku DS with Asuka Hokan Keikaku,DS,2008,Simulation,Broccoli,,,,,,,,
17240,Shitsuji ga Aruji o Erabu Toki,PSV,2016,Adventure,Unknown,,,,,,,,
17241,Shugo Chara! Amunonijiro Chara Change,DS,2008,Action,Konami,,,,,,,,
17242,Silent Scope,GBA,2002,Shooter,Konami,,,,,,,,
17243,Silverlicious,DS,2012,Misc,GameMill,,,,,,,,
17244,Simple DS Series Vol. 8: The Kanshikikan - Kinkyuu Shutsudou!! Jiken Genba wo Touch Seyo,DS,2006,Adventure,D3 Publisher,,,,,,,,
17245,SingStar Chartbreaker,PS3,2009,Misc,Sony Computer Entertainment,,,,,,,,
17246,SingStar Fussballhits,PS3,2010,Misc,Sony Computer Entertainment,,,,,,,,
17247,Sins of a Solar Empire: Trinity,PC,2010,Strategy,Stardock,,,,,,,,
17248,Sitting Ducks,GBA,2004,Platform,Hip Interactive,,,,,,,,
17249,Sky Dancers,GBA,2005,Action,Crave Entertainment,,,,,,,,
17250,Smart Girl's Winter Wonderland,DS,2008,Misc,UFO Interactive,,,,,,,,
17251,Smashing Drive,GBA,2004,Racing,Namco,,,,,,,,
17252,SNK 40th Anniversary Collection,NS,2018,Misc,NIS America,,,,,,,,
17253,Snow Moto Racing Freedom,NS,2018,Racing,Big Ben Interactive,,,,,,,,
17254,Sokukoku no Kusabi: Hiiro no Kakera 3 Portable,PSP,2010,Adventure,Idea Factory,,,,,,,,
17255,Sorcery Saga: Curse of the Great Curry God,PSV,2013,Racing,Aksys Games,,,,,,,,
17256,Soul Eater: Battle Resonance,PSP,2009,Action,Namco Bandai,,,,,,,,
17257,SoulCalibur II(JP sales),XB,2003,Fighting,Namco,,,,,,,,
17258,South Park: The Stick of Truth,PS4,2018,Role-Playing,Ubisoft,,,,,,,,
17259,Special Forces: Nemesis Strike,XB,2005,Shooter,Hip Interactive,,,,,,,,
17260,Spectral Souls: Resurrection of the Ethereal Empires,PSP,2006,Role-Playing,NIS America,,,,,,,,
17261,Stacked with Daniel Negreanu,PSP,2006,Misc,Myelin Media,,,,,,,,
17262,Stacked with Daniel Negreanu,XB,2006,Misc,Myelin Media,,,,,,,,
17263,Star Trek: Tactical Assault,PSP,2006,Strategy,Bethesda Softworks,,,,,,,,
17264,Star Trek: The Game,PC,2013,Action-Adventure,Namco Bandai Games,,,,,,,,
17265,Star Wars Jedi Knight: Jedi Academy,PC,2003,Shooter,LucasArts,,,,,,,,
17266,Star Wars The Clone Wars: Republic Heroes,PC,2009,Action,LucasArts,,,,,,,,
17267,Star Wars: Empire at War - Forces of Corruption,PC,2006,Strategy,LucasArts,,,,,,,,
17268,Star Wars: The Force Unleashed II,PC,2010,Action,LucasArts,,,,,,,,
17269,Stardew Valley,XOne,2017,Simulation,505 Games,,,,,,,,
17270,Starry * Sky: In Autumn - PSP Edition,PSP,2010,Adventure,Asgard,,,,,,,,
17271,Starry * Sky: In Winter - PSP Edition,PSP,2011,Adventure,Asgard,,,,,,,,
17272,Starshot: Space Circus Fever,N64,1999,Platform,Infogrames,,,,,,,,
17273,Starsky & Hutch,GBA,2003,Racing,BAM! Entertainment,,,,,,,,
17274,Steins;Gate 0,PS3,2015,Adventure,5pb,,,,,,,,
17275,Storm Lover 2nd V,PSV,2016,Adventure,D3Publisher,,,,,,,,
17276,StormLover,PSP,2010,Adventure,D3 Publisher,,,,,,,,
17277,Story Hour: Adventures,Wii,2008,Adventure,Zoo Digital Publishing,,,,,,,,
17278,Street Jam Basketball,GBA,2004,Sports,DSI Games,,,,,,,,
17279,Street Supremacy,PSP,2006,Racing,Konami,,,,,,,,
17280,Strike Witches: Aoi no Dengekisen - Shin Taichou Funtousuru!,DS,2009,Action,Russel,,,,,,,,
17281,Suggoi! Arcana Heart 2,PS2,2009,Fighting,AQ Interactive,,,,,,,,
17282,Sukitomo. Tsukiuta. 12 Memories,PSV,2017,Adventure,Namco Bandai Games,,,,,,,,
17283,Sumikko Gurashi Atsumare Sumikko Town,NS,2018,Misc,Nippon Columbia,,,,,,,,
17284,Summer Athletics 2009,X360,2009,Sports,49Games,,,,,,,,
17285,Summer Athletics: The Ultimate Challenge,X360,2008,Sports,Crave Entertainment,,,,,,,,
17286,Sunday vs Magazine Shuuketsu! Choujou Daikessen,PSP,2009,Fighting,Konami,,,,,,,,
17287,Sunny Garcia Surfing,PS2,2001,Sports,Ubisoft,,,,,,,,
17288,Super Bomberman R,XOne,2018,Puzzle,Konami Digital Entertainment,,,,,,,,
17289,Super Collapse! II,GBA,2004,Puzzle,Majesco,,,,,,,,
17290,Super Dodgeball Brawlers (jp sales),DS,2008,Sports,Aksys Games,,,,,,,,
17291,Super Dungeon Bros,PS4,2016,Action,Wired Productions,,,,,,,,
17292,Super Duper Sumos,GBA,2003,Action,Midway Games,,,,,,,,
17293,Super Heroine Chronicle,PS3,2014,Strategy,Namco Bandai Games,,,,,,,,
17294,Super Meat Boy: Ultra Edition!,PC,2011,Platform,Unknown,,,,,,,,
17295,Super Monkey Ball Adventure,PS2,2006,Platform,Sega,,,,,,,,
17296,Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,PSV,2013,Strategy,Namco Bandai Games,,,,,,,,
17297,SuperCar Challenge,PS3,2009,Racing,System 3 Arcade Software,,,,,,,,
17298,Superdimension Neptune vs Sega Hard Girls,PSV,2016,Role-Playing,Idea Factory International,,,,,,,,
17299,Supreme Ruler: Cold War,PC,2011,Strategy,Paradox Interactive,,,,,,,,
17300,Suujin Taisen,DS,2007,Strategy,Nintendo,,,,,,,,
17301,Suzumiya Haruhi no Chokuretsu,DS,2009,Adventure,Sega,,,,,,,,
17302,Suzumiya Haruhi no Tsuisou,PS3,2011,Adventure,Namco Bandai,,,,,,,,
17303,Swords,Wii,2010,Fighting,Majesco,,,,,,,,
17304,SX Superstar,GC,2003,Racing,Acclaim Entertainment,,,,,,,,
17305,Syberia,PC,2002,Adventure,The Adventure Company,,,,,,,,
17306,Syberia II,XB,2004,Adventure,XS Games,,,,,,,,
17307,Tago Akira no Atama no Taisou Dai-1-Shuu: Nazotoki Sekai Isshuu Ryokou,DS,2009,Adventure,Level 5,,,,,,,,
17308,Tago Akira no Atama no Taisou Dai-2-Shuu: Ginga Oudan Nazotoki Adventure,DS,2009,Adventure,Level 5,,,,,,,,
17309,Tail Concerto,PS,1999,Adventure,Atlus,,,,,,,,
17310,Taishou Moebius Line Vitable,PSV,2016,Adventure,Dramatic Create,,,,,,,,
17311,Take On Helicopters,PC,2011,Simulation,Unknown,,,,,,,,
17312,Tamagotchi no Doki Doki Dream Omisecchi,3DS,2013,Simulation,Namco Bandai Games,,,,,,,,
17313,Tank Beat,DS,2007,Strategy,O~3 Entertainment,,,,,,,,
17314,Tantei Jinguuji Saburo DS: Kienai Kokoro,DS,2008,Adventure,Arc System Works,,,,,,,,
17315,Teddy Together,3DS,2016,Simulation,Nintendo,,,,,,,,
17316,Tenka-bito,PS2,2006,Strategy,Sega,,,,,,,,
17317,Tenkaichi * Sengoku Lovers,DS,2010,Adventure,Rocket Company,,,,,,,,
17318,The Adventures of Lomax,PS,1996,Platform,Psygnosis,,,,,,,,
17319,The Battle of Yuu Yuu Hakusho: Shitou! Ankoku Bujutsukai! 120%,PS2,2007,Fighting,Banpresto,,,,,,,,
17320,The Croods: Prehistoric Party!,WiiU,2013,Action,D3Publisher,,,,,,,,
17321,The Cursed Crusade,PC,2011,Action,Atlus,,,,,,,,
17322,The Dwarves,PS4,2016,Role-Playing,THQ Nordic,,,,,,,,
17323,The Flintstones: Big Trouble in Bedrock,GBA,2001,Platform,Crave Entertainment,,,,,,,,
17324,The Girl and the Robot,PS4,2017,Action-Adventure,Soedesco,,,,,,,,
17325,The Great Battle Gaiden 2: Matsuri da Wasshoi,SNES,1994,Action,Banpresto,,,,,,,,
17326,The Great Mystery Hidden Object Package 5,PC,2015,Adventure,Rondomedia,,,,,,,,
17327,The IdolM@ster: Gravure For You! Vol. 5,PS3,2012,Simulation,Namco Bandai Games,,,,,,,,
17328,The IdolM@ster: Gravure For You! Vol. 6,PS3,2012,Simulation,Bandai Namco Games,,,,,,,,
17329,THE iDOLM@STER: Stella Stage,PS4,2017,Misc,Namco Bandai Games,,,,,,,,
17330,The Idolmaster: Gravure For You! Vol. 4,PS3,2012,Misc,Namco Bandai Games,,,,,,,,
17331,The Inner World,PC,2013,Adventure,Headup Games,,,,,,,,
17332,The Island of Dr. Frankenstein,Wii,2009,Adventure,Storm City Games,,,,,,,,
17333,The Italian Job,GC,2003,Racing,Eidos Interactive,,,,,,,,
17334,The King of Fighters 02/03,XB,2005,Fighting,SNK Playmore,,,,,,,,
17335,The King of Fighters Portable '94~'98: Chapter of Orochi,PSP,2010,Fighting,SNK Playmore,,,,,,,,
17336,The King of Fighters: Maximum Impact - Maniax,XB,2005,Fighting,SNK Playmore,,,,,,,,
17337,The Last Guy,PS3,2008,Action,Sony Computer Entertainment,,,,,,,,
17338,The Legend of Heroes III: Song of the Ocean,PSP,2007,Role-Playing,Namco Bandai,,,,,,,,
17339,The Legend of Heroes: Sen no Kiseki: Kai -Thors Military Academy 1204-,PS4,2018,Role-Playing,Nihon Falcom Corporation,,,,,,,,
17340,The Legend of Korra A New Era Begins,3DS,2014,Strategy,Activision,,,,,,,,
17341,The Longest 5 Minutes,NS,2018,Action,NIS America,,,,,,,,
17342,The Lost Child,NS,2018,Role-Playing,NIS America,,,,,,,,
17343,The Lost Child,PS4,2018,Action,NIS America,,,,,,,,
17344,The Peanuts Movie: Snoopy's Grand Adventure,3DS,2015,Platform,Activision,,,,,,,,
17345,The Peanuts Movie: Snoopy's Grand Adventure,PS4,2015,Platform,Activision,,,,,,,,
17346,The Perfect Golf,PS,1995,Sports,Seta Corporation,,,,,,,,
17347,The Pillars of the Earth,PS4,2017,Adventure,Kalypso Media,,,,,,,,
17348,The Pillars of the Earth,XOne,2017,Adventure,Kalypso Media,,,,,,,,
17349,The Rabbit's Apprentice,PC,2013,Adventure,Daedalic Entertainment,,,,,,,,
17350,The Raven Remastered,PS4,2018,Adventure,THQ Nordic,,,,,,,,
17351,The Raven Remastered,XOne,2018,Adventure,THQ Nordic,,,,,,,,
17352,The Settlers II 10th Anniversary,PC,2006,Strategy,Ubisoft,,,,,,,,
17353,The Sims 2: Bon Voyage,PC,2007,Simulation,Electronic Arts,,,,,,,,
17354,The Sims 2: Glamour Life Stuff,PC,2006,Simulation,Electronic Arts,,,,,,,,
17355,The Sum of All Fears,GC,2003,Shooter,Ubisoft,,,,,,,,
17356,The Town of Light,NS,2018,Adventure,Wired Productions,,,,,,,,
17357,The Town of Light,PS4,2017,Adventure,Wired Productions,,,,,,,,
17358,The Void,PC,2009,Adventure,Mamba Games,,,,,,,,
17359,thinkSMART FAMILY!,Wii,2010,Misc,Conspiracy Entertainment,,,,,,,,
17360,This War of Mine,PS4,2016,Action,11 bit studios,,,,,,,,
17361,Timeshock! Pro Pinball,PS,1998,Misc,Empire Interactive,,,,,,,,
17362,To LoveRu Trouble: Doki Doki! Rinkaigakkou-Hen,PSP,2008,Adventure,Marvelous Interactive,,,,,,,,
17363,To LoveRu Trouble: Waku Waku! Rinkangakkou-Hen,DS,2008,Adventure,Marvelous Interactive,,,,,,,,
17364,TOCA Race Driver 3: The Ultimate Racing Simulator,XB,2006,Racing,Codemasters,,,,,,,,
17365,Togainu no Chi: True Blood,PS2,2008,Adventure,Kadokawa Shoten,,,,,,,,
17366,Tokimeki Memorial Girl's Side 1st Love Plus,DS,2009,Adventure,Konami,,,,,,,,
17367,Tokyo Majin Gakuen: Kenfuuchou,DS,2008,Adventure,Marvelous Interactive,,,,,,,,
17368,Tom and Jerry in War of the Whiskers,XB,2003,Fighting,NewKidCo,,,,,,,,
17369,Tomb Raider: Anniversary,PC,2007,Action,Eidos Interactive,,,,,,,,
17370,Top Gun: Hard Lock,PS3,2012,Action,505 Games,,,,,,,,
17371,Toriko: Ultimate Survival,3DS,2013,Action,Namco Bandai Games,,,,,,,,
17372,Tork: Prehistoric Punk,XB,2005,Platform,Ubisoft,,,,,,,,
17373,Totally Spies!,GBA,2005,Platform,Atari,,,,,,,,
17374,Totally Spies! Totally Party,PC,2008,Misc,Ubisoft,,,,,,,,
17375,Touhou Kobuto V: Burst Battle,PS4,2017,Shooter,NIS America,,,,,,,,
17376,Toushin Toshi,3DS,2014,Role-Playing,imageepoch Inc.,,,,,,,,
17377,Toy Shop,DS,2008,Simulation,Majesco,,,,,,,,
17378,Train Sim World,XOne,2018,Simulation,Maximum Games,,,,,,,,
17379,Transformers: Devastation,PC,2015,Action,Activision,,,,,,,,
17380,Trap Gunner: Countdown to Oblivion,PS,1998,Strategy,Atlus,,,,,,,,
17381,Travel Coach: Europe 1,DS,2010,Misc,Disney Interactive Studios,,,,,,,,
17382,Treasure Gaust: Gaust Diver Crimson Red / Deep Purple,DS,2007,Action,Namco Bandai,,,,,,,,
17383,Trials Fusion,PC,2014,Racing,Ubisoft,,,,,,,,
17384,Triple Pack: Xbox Live Arcade Compilation,X360,2011,Misc,Microsoft,,,,,,,,
17385,Troll and I,PS4,2017,Action,Maximum Games,,,,,,,,
17386,Tsuki ni Yori Sou Otome no Sahou: Hidamari no Hibi,PSV,2015,Adventure,Dramatic Create,,,,,,,,
17387,Tsuku Monogatari,PSP,2011,Adventure,FuRyu Corporation,,,,,,,,
17388,Tsuyo Kiss: Mighty Heart,PS2,2006,Adventure,Princess Soft,,,,,,,,
17389,Tumblestone,PS4,2016,Puzzle,Nighthawk Interactive,,,,,,,,
17390,Turbo: Super Stunt Squad,WiiU,2013,Misc,D3Publisher,,,,,,,,
17391,Turn It Around,DS,2007,Action,Majesco,,,,,,,,
17392,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.1,PS3,2015,Action,Namco Bandai Games,,,,,,,,
17393,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.6,PS3,2015,Adventure,Namco Bandai Games,,,,,,,,
17394,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.7,PS3,2015,Misc,Namco Bandai Games,,,,,,,,
17395,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.8,PS3,2016,Misc,Namco Bandai Games,,,,,,,,
17396,Ukiyo no Roushi,PSV,2015,Action-Adventure,Spike Chunsoft,,,,,,,,
17397,Ultimate Block Party,PSP,2005,Puzzle,Conspiracy Entertainment,,,,,,,,
17398,Under the Skin,PS2,2004,Action,Capcom,,,,,,,,
17399,Underground Pool,DS,2007,Sports,UFO Interactive,,,,,,,,
17400,Uppers,PSV,2016,Action,Marvelous Entertainment,,,,,,,,
17401,Utawarerumono Portable,PSP,2009,Role-Playing,Aquaplus,,,,,,,,
17402,Utawarerumono Zan,PS4,2018,Action,Aquaplus,,,,,,,,
17403,Utawarerumono: Chiriyukusha e no Komoriuta,PS4,2018,Role-Playing,Aqua Plus,,,,,,,,
17404,Vegas Casino,DS,2007,Misc,SVG Distribution,,,,,,,,
17405,Virtual Pool: Tournament Edition,XB,2005,Sports,Global Star Software,,,,,,,,
17406,Vitamin X Evolution,DS,2008,Adventure,D3 Publisher,,,,,,,,
17407,Vitamin Z,PS2,2009,Adventure,D3 Publisher,,,,,,,,
17408,Wallace & Gromit in Project Zoo,XB,2003,Platform,BAM! Entertainment,,,,,,,,
17409,Wand of Fortune 2: Jikuu ni Shizumu Mokushiroku,PSP,2011,Adventure,Idea Factory,,,,,,,,
17410,Wand of Fortune R,PSV,2016,Adventure,Idea Factory,,,,,,,,
17411,Wand of Fortune R2: Jikuu ni Shizumu Mokushiroku,PSV,2017,Adventure,Idea Factory,,,,,,,,
17412,Wangan Midnight,PS3,2007,Racing,Genki,,,,,,,,
17413,War Gods,PS,1997,Fighting,Midway Games,,,,,,,,
17414,Warhammer: Mark of Chaos,PC,2006,Strategy,Namco Bandai,,,,,,,,
17415,Warhammer: The End Times - Vermintide,XOne,2016,Action,Games Workshop,,,,,,,,
17416,Warship Gunner 2,PS2,2006,Simulation,KOEI,,,,,,,,
17417,Whiteout,XB,2002,Racing,Konami,,,,,,,,
17418,Who Wants to be a Millionaire: 1st Edition,DS,2010,Misc,Ubisoft,,,,,,,,
17419,Who Wants to be a Millionaire: 1st Edition,Wii,2010,Misc,Ubisoft,,,,,,,,
17420,Winning Post 7 2009,PSP,2009,Sports,KOEI,,,,,,,,
17421,Winning Post 8 2015,PS3,2015,Sports,Tecmo Koei,,,,,,,,
17422,Winning Post 8 2015,PSV,2015,Sports,Tecmo Koei,,,,,,,,
17423,Winning Post 8 2016,PS4,2016,Simulation,Tecmo Koei,,,,,,,,
17424,Winning Post 8 2017,PS4,2017,Misc,Tecmo Koei,,,,,,,,
17425,Winning Post World,PS2,2009,Sports,KOEI,,,,,,,,
17426,Winter Sports 3: The Great Tournament,PS3,2011,Sports,Zoo Games,,,,,,,,
17427,Women's Volleyball Championship,PS2,2008,Sports,Agetec,,,,,,,,
17428,World in Conflict,PC,2007,Strategy,Sierra Entertainment,,,,,,,,
17429,World in Conflict: Complete Edition,PC,2009,Strategy,Ubisoft,,,,,,,,
17430,World of Final Fantasy Maxima,XOne,2018,Role-Playing,Square Enix,,,,,,,,
17431,World of Goo,PC,2008,Puzzle,Take-Two Interactive,,,,,,,,
17432,World of Tanks,X360,2014,Strategy,Wargaming.net,,,,,,,,
17433,World of Zoo,PC,2009,Simulation,THQ,,,,,,,,
17434,World Series of Poker: Tournament of Champions 2007 Edition,PS2,2006,Misc,Activision,,,,,,,,
17435,World Sports Competition,PSN,2011,Sports,Hudson Soft,,,,,,,,
17436,World War II Combat: Road To Berlin,XB,2006,Shooter,Groove Games,,,,,,,,
17437,WRC 5: FIA World Rally Championship,PSV,2015,Racing,Bigben Interactive,,,,,,,,
17438,WRC 6,XOne,2017,Racing,Namco Bandai Games,,,,,,,,
17439,Wrestle Angels: Survivor 2,PS2,2008,Fighting,Tryfirst,,,,,,,,
17440,Wrestle Kingdom,PS2,2006,Fighting,Yuke's,,,,,,,,
17441,X-Men Origins: Wolverine - Uncaged Edition,PC,2009,Action,Activision,,,,,,,,
17442,Yggdra Union: We'll Never Fight Alone,GBA,2006,Role-Playing,Atlus,,,,,,,,
17443,Yomawari: Midnight Shadows,PSV,2017,Action,NIS America,,,,,,,,
17444,Yonder: The Cloud Catcher Chronicles,NS,2018,Action,Merge Games,,,,,,,,
17445,Young Justice: Legacy,3DS,2013,Action,Warner Bros. Interactive Entertainment,,,,,,,,
17446,Young Justice: Legacy,Wii,2013,Action,Warner Bros. Interactive Entertainment,,,,,,,,
17447,Yumeiro Patissiere: My Sweets Cooking,DS,2010,Simulation,Konami,,,,,,,,
17448,Zatch Bell! Electric Arena,GBA,2005,Fighting,Bandai,,,,,,,,
17449,Zenkoku Dekotora Matsuri,Wii,2008,Racing,Jaleco,,,,,,,,
17450,Zero Escape: Zero Time Dilemma,PS4,2017,Adventure,Rising Star Games,,,,,,,,
